Expected,Predicted,Content
DEFAULT,REQUEST,can't able to link bank account with upi please help
DEFAULT,COMPLIMENT,thanks for the support appreciated
DEFAULT,REQUEST,hey manoj it is related to my credit card application
DEFAULT,MISCEALLANEOUS,assist you better manoj n n
DEFAULT,REQUEST,days passed my issue is still unresolved is hdfc g
DEFAULT,MISCEALLANEOUS,does for hdfc bank customer so unimportant hara
DEFAULT,COMPLAINT,can canara bank legally refuse to show the footage
DEFAULT,REQUEST,i have sent a mail to you and hope you revert asap
DEFAULT,REQUEST,manoj you said you'd reply in days its been days now no response yet god knows what's happened to hdfc
DEFAULT,COMPLAINT,applied for card on sept still in process ref
DEFAULT,COMPLAINT,hi i believe that someone from your team was trying to call i was in a meeting then kindly request them to call again
DEFAULT,COMPLAINT,ref id
DEFAULT,MISCEALLANEOUS,hdfc bank doesn't care about their customers givin
DEFAULT,REQUEST,any update
DEFAULT,REQUEST,can the account closure form be submitted with any branch or does it have to be my home branch
DEFAULT,COMPLAINT,offers are not getting updated on offer section under netbanking
DEFAULT,COMPLAINT,bank officer response on phone since morning after attempts left for the day call us tomorrow great service kudos
DEFAULT,REQUEST,manoj details are shared on provided link
DEFAULT,COMPLAINT,: its been more than a month noow
DEFAULT,REQUEST,: hello guys plz respond
DEFAULT,REQUEST,: plz tell me whether u can resolve the issue or not i dnt want to waste my precious time on this matter
DEFAULT,COMPLAINT,: why the hell i'm not getting any reply
DEFAULT,REQUEST,: hello guys plz respond
DEFAULT,MISCEALLANEOUS,my customer number
DEFAULT,COMPLAINT,that's of no use nobody responds there
DEFAULT,COMPLIMENT,okay thanks
DEFAULT,COMPLAINT,hours are over still no update
DEFAULT,SUGGESTION,pls suggest
DEFAULT,COMPLAINT,made an incorect trnsction fr my crdit card ending to an anther crdit card cud nt realise it aftr as i ws out of town
DEFAULT,COMPLAINT,my personal banker saikia vedantam seems to have no time for me who can help
DEFAULT,REQUEST,please can you update the status of
DEFAULT,COMPLAINT,in that case on what hope should we maintain our money in your bank
DEFAULT,COMPLAINT,and he says he cannot keep these doc safe over night
DEFAULT,COMPLAINT,unknown behavior is happening at hdfc site's credit card tab today i am not able to see the account details is all ok
DEFAULT,COMPLAINT,standing infront of ur bank from to submit addr proof doc
DEFAULT,REQUEST,please provide me update as your representative not providing any updates i do not know why they are playing with me
DEFAULT,REQUEST,yes pl give your email id will send you mail
DEFAULT,SUGGESTION,sent a complaint with the same email address as here on unsolicited calls please look into it with all seriousness
DEFAULT,COMPLAINT,more that months passed no resolution yet
DEFAULT,REQUEST,where do u guys listen have been running pillar to post get my cheque book can aditya puri intervene pls
DEFAULT,MISCEALLANEOUS,i had send the mail already
DEFAULT,COMPLAINT,a c no rs deducted unnecessaryi need it backo w i'll not be longn n
DEFAULT,COMPLAINT,thanksbut in terms of loss i can't follow u a c no rs + n
DEFAULT,MISCEALLANEOUS,i have send the detail
DEFAULT,COMPLIMENT,okthank you
DEFAULT,COMPLAINT,i didn't received any response requset you to call me on +
DEFAULT,REQUEST,in case you have approached any of our communication channels kindly help us with the complaint reference
DEFAULT,COMPLAINT,thx for your reply after calling several times to your helpline
DEFAULT,COMPLAINT,dear team i have posted my query in morning where u have to check my request number but u took full day and stil no reply
DEFAULT,REQUEST,why you will destroy i am not out of station and i am now stucked here kindly help
DEFAULT,REQUEST,still waiting
DEFAULT,COMPLAINT,never use that credit card pathetic services they aren't picking up my call
DEFAULT,COMPLAINT,pathetic services at hdfc bank marol went to close my loan in advance people there are not at all co operative to help
DEFAULT,MISCEALLANEOUS,i am a hdfc credit card user pathetic services they aren't picking up my call what i do now
DEFAULT,MISCEALLANEOUS,my sbi atm card got stucked inside your hdfc atm what is the procedure to get back
DEFAULT,COMPLAINT,ravi we can't help you my good man but follow us to keep up with our progress this season
DEFAULT,COMPLAINT,still no reply could you please just provide me an update
DEFAULT,COMPLAINT,netbanking won't let me transfer money says limit exceeded for the day i haven't made any other transfer today
DEFAULT,COMPLAINT,how many more working days guys my rs have been with you since st oct
DEFAULT,MISCEALLANEOUS,does for hdfc bank customer so unimportant harassment from hdfc bank
DEFAULT,REQUEST,days passed my issue is still unresolved is hdfc gone deaf
DEFAULT,REQUEST,sent please reply at the earliest i need the card before friday thanks
DEFAULT,MISCEALLANEOUS,thank you i will send you the mail soon
DEFAULT,COMPLAINT,thnx team
DEFAULT,REQUEST,how much time do you have required
DEFAULT,COMPLAINT,you guys really suffer from an iq deficit no wonder i'd now be closing my relationship with as well
DEFAULT,MISCEALLANEOUS,hdfc atm gregaonwestmg raod have a great day thnks fr screwin mine
DEFAULT,COMPLAINT,lost my card to ths machne goregaonw mg road how mny mre wil lose theirs wth no one to tel thm of d
DEFAULT,COMPLAINT,never seen such innovative insurance plan i need yehbhionline
DEFAULT,COMPLAINT,yeah only after my tweet now
DEFAULT,REQUEST,and how many thru the day will lose cards in this machne of urs wthout anyone here to tell them
DEFAULT,REQUEST,kindly call me at
DEFAULT,COMPLAINT,may i know what the problem is i am following up from the past days
DEFAULT,COMPLAINT,till now no one had contacted me to solve my problem
DEFAULT,REQUEST,hi there are idiots roaming around using your name as loan agents i am one of the victim can you please intervene here
DEFAULT,REQUEST,alright waiting for your revert
DEFAULT,REQUEST,am advised to complain to my bank sbi block card get a new one means a week i want my card off ur dumb machne
DEFAULT,COMPLAINT,right now on my way droppd at hdfc atm lousy machne card stuck no one to man it here and dumb call
DEFAULT,COMPLAINT,do bothers about only tweets on their page don't you bother dms i sent one and yet to get a response
DEFAULT,REQUEST,hi sir i have hdfc visa platinum international debit card few weeks back accepted international transfers now declining y
DEFAULT,COMPLAINT,i closed my las ac on why is it still active sending msgs debiting balance
DEFAULT,COMPLAINT,i book ticket from irctc using hdfc debit card which assure that i'll get cashback but its been days i haven't received
DEFAULT,COMPLAINT,already discussed with there team they are working on itit will resolve today thanks guys
DEFAULT,COMPLAINT,already discussed with there team they are working on itit will resolve today thanks guys
DEFAULT,REQUEST,please check your direct message
DEFAULT,COMPLAINT,took money to issue lod multiple follow ups from me no promising response it's
DEFAULT,REQUEST,what type of charges is this i'll not pay it plz give me back a c
DEFAULT,MISCEALLANEOUS,i finally see the redit thanks
DEFAULT,COMPLAINT,your disconnects the moment i dial my cust and tel id been happening since last days straight
DEFAULT,COMPLAINT,can u pls expedite on this case id hbl= it seems ur email support is dull n useless
DEFAULT,COMPLAINT,almost one month has been gone to this issue but still not getting any resolution for it highly pathetic service from hdfc
DEFAULT,REQUEST,i wrote all details and awaiting for ur response
DEFAULT,MISCEALLANEOUS,sent
DEFAULT,MISCEALLANEOUS,i've a very bad experience with payzapp done my recharge through another app in just single minute
DEFAULT,COMPLAINT,ordered a new debit card to wrong address want to pick up from galleria branch
DEFAULT,REQUEST,guys i raised a dispute smtime bk ws informed tht full revrsal wl b done but i don't see it yet no follow up either
DEFAULT,COMPLAINT,appl refno wb rec sms no doc dob doc submitted still rec sms no proper veri at ur end inquiry requested
DEFAULT,REQUEST,the issue indefinitely pl do not adopt passing the bucks system
DEFAULT,COMPLAINT,on a trivial matter i reqd mail id and then asked not to debit my a c without confn fro me there was nothing to drag
DEFAULT,MISCEALLANEOUS,i have dmed you my problem no answer yet i am waiting
DEFAULT,COMPLAINT,bejoy ref id four tweets recd but no specific answer to one question persons changed no solution in days
DEFAULT,REQUEST,need urgent personal loan under golden edge scheme but not able to process please help asap
DEFAULT,COMPLAINT,service provided is always unsatisfactory am struggling to get my credit card delivered is this the way u
DEFAULT,REQUEST,any response please
DEFAULT,COMPLAINT,ur website show nothing ur customer care phone no says visit bank website ur branch says call customer care
DEFAULT,REQUEST,dear may i know the status of ref id: hdfcbank creditcard customerservice
DEFAULT,COMPLAINT,i'd like to know if a hotlisted card is reissued via netbanking will the card no change will card be delivered by post
DEFAULT,COMPLAINT,still not resolved sr after days or more does the bank care or has it become too big and
DEFAULT,COMPLAINT,still not resolved sr after days or more does the bank care or has it become too big and arrogant
DEFAULT,REQUEST,netbanking website is performing slow any issues
DEFAULT,MISCEALLANEOUS,got a call from supposedly hdfc bank to confirm my customer id and informing that my account is now prime is this genuine
DEFAULT,REQUEST,been trying to get through to you but unable to please arrange a callback asap
DEFAULT,REQUEST,have provided the details to talktous email id also provided my contact number
DEFAULT,COMPLAINT,my debit card is blocked without any intimation and reason and now i am trying reach you guys only to get disappointment
DEFAULT,REQUEST,sent email yesterday with all details sub line is: ref id reference id hope u look in soonest
DEFAULT,COMPLAINT,natasha u r saying wait for some time but my gift card validity is till oct only
DEFAULT,REQUEST,thanks waiting to hear more
DEFAULT,COMPLAINT,concern raised more than a week no update till yet
